Rank,Puzzles,Solutions
502,1 5 7 9 9,(1+(5-((7-9)*9)))
503,2 2 8 8 8,((2+(8+(8+8)))-2)
504,3 5 5 7 9,(3*(5+(5+(7-9))))
505,5 6 8 8 9,(5-(6-(8+(8+9))))
506,1 1 3 6 7,(1*(((3*6)+7)-1))
507,6 7 7 9 9,(6-(7-(7+(9+9))))
508,4 6 9 9 9,(4*(6+(9*(9-9))))
509,2 2 4 5 9,(2*(2-(4-(5+9))))
510,1 3 5 7 8,(1+(3+(5+(7+8))))
511,2 3 8 9 9,(((8*(9+9))/3)/2)
512,1 5 6 6 7,(1*(5+(6+(6+7))))
513,1 1 2 3 5,(1*(((2+3)*5)-1))
514,2 4 4 4 8,(2*((4+(4+8))-4))
515,1 2 3 8 8,(1/(2/(3*(8+8))))
516,1 2 2 4 7,(1*(2+(2*(4+7))))
517,1 1 2 4 6,(((2+(4*6))-1)-1)
518,3 3 3 6 6,((3*((6+6)-3))-3)
519,3 3 7 9 9,(3*(((9+9)-7)-3))
520,2 2 3 6 7,(2*(2-(3-(6+7))))
521,1 6 8 8 8,(1*(8-((6-8)*8)))
522,2 2 3 7 8,((2*((3*7)-8))-2)
523,1 6 8 9 9,(1/(6/(8*(9+9))))
524,2 3 3 8 9,(((3*(8+9))-3)/2)
525,6 6 6 6 8,(6+(6-(6*(6-8))))
526,2 6 6 6 7,(2*(6-(6*(6-7))))
527,3 3 6 6 7,(3-(3*(6-(6+7))))
528,2 2 2 3 5,(2*(2+(2+(3+5))))
529,3 3 6 7 8,((3*((7+8)-6))-3)
530,2 2 2 4 6,(2+(2+(2*(4+6))))
531,2 2 6 7 9,(2*(2-(6-(7+9))))
532,1 1 1 1 6,((1+1)*((1+1)*6))
533,1 2 6 6 7,(1/(2/(6+(6*7))))
534,2 7 8 8 8,(((7-(8/8))*8)/2)
535,2 2 4 8 9,((2*((8+9)-4))-2)
536,2 7 8 9 9,((2*7)-(8-(9+9)))
537,1 1 2 6 6,((1+(2*(6+6)))-1)
538,1 1 3 5 9,((1+((3*5)+9))-1)
539,3 4 6 9 9,(3*(((9+9)-6)-4))
540,3 3 4 4 4,(3*(3+(4+(4/4))))
541,1 3 3 3 5,(1*((3*3)+(3*5)))
542,3 3 4 5 5,(3*(3+(4+(5/5))))
543,3 5 7 7 9,(3/(5/((7*7)-9)))
544,6 7 9 9 9,(((7*9)+(9*9))/6)
545,4 4 5 9 9,(4+(4*(5+(9-9))))
546,1 3 7 7 9,(1*(3*(9-(7/7))))
547,3 7 7 9 9,((7*((9/7)+9))/3)
548,3 6 7 8 9,(3/(6-(7-(9/8))))
549,2 2 2 6 6,(2*((2+(6+6))-2))
550,2 2 2 7 7,(((2*(7+7))-2)-2)
551,1 4 5 6 7,(1*(4*(5-(6-7))))
552,3 3 5 6 6,(3-(3*(5-(6+6))))
553,1 1 1 4 7,((1+1)*(1+(4+7)))
554,2 6 9 9 9,(2*(6/(9/(9+9))))
555,4 6 7 7 9,(4+(6-(7*(7-9))))
556,1 5 5 7 7,(1*(5+(5+(7+7))))
557,4 5 6 7 8,(4/((8-7)-(5/6)))
558,7 8 9 9 9,(7+(8-(9-(9+9))))
559,3 3 5 7 7,((3*((7+7)-5))-3)
560,2 2 5 7 8,(2+(2+(5+(7+8))))
561,4 5 6 8 9,((5+(6+(8+9)))-4)
562,1 4 6 6 8,(1*(4+(6+(6+8))))
563,3 4 7 8 8,((4+(7+(8+8)))-3)
564,2 3 4 4 7,(2*((4+(4+7))-3))
565,2 5 7 7 7,((5+(7+(7+7)))-2)
566,2 2 4 4 6,(2*((4+(4+6))-2))
567,1 3 3 6 6,(1*(3*((6/3)+6)))
568,1 1 2 2 3,((1+1)*(2*(2*3)))
569,1 3 7 9 9,(1*(3*(7+(9/9))))
570,1 1 2 5 8,(((2*(5+8))-1)-1)
571,4 4 4 7 7,(4*(((7+7)-4)-4))
572,1 1 2 6 9,((1+1)*((6/2)+9))
573,1 6 6 6 7,((6+(6+(6+7)))-1)
574,1 1 5 5 5,((((1+5)*5)-5)-1)
575,1 2 3 3 8,(((3+(3*8))-2)-1)
576,1 3 6 6 7,(1*(3*((6/6)+7)))
577,4 4 4 8 8,(4+(4+((8*8)/4)))
578,3 3 4 4 7,(3-(3*(4-(4+7))))
579,1 3 6 7 8,(1*(3+(6+(7+8))))
580,3 5 6 7 7,(((5*(6+7))+7)/3)
581,1 2 5 7 7,(1*((2*5)+(7+7)))
582,2 2 2 2 3,(2*(2+(2*(2+3))))
583,2 6 8 8 9,((6*(8*(9-8)))/2)
584,4 4 7 8 9,((4+(7+(8+9)))-4)
585,7 8 8 8 9,(7-(8-(8+(8+9))))
586,1 1 1 7 7,(((7*7)-1)/(1+1))
587,4 6 6 6 7,(4/(6/((6*7)-6)))
588,2 2 2 6 9,((2*((6+9)-2))-2)
589,1 2 6 7 9,(1*(2+(6+(7+9))))
590,2 3 3 3 8,(2*((3*(8-3))-3))
591,4 6 6 7 8,((6+(6*(7+8)))/4)
592,4 5 5 7 7,(4+(5*(5-(7/7))))
593,1 1 1 3 9,((((3*9)-1)-1)-1)
594,1 4 6 9 9,(1*(4*(6+(9-9))))
595,2 2 5 5 9,(2+(2-(5*(5-9))))
596,2 3 5 7 7,(2+(3+(5+(7+7))))
597,5 5 5 5 7,(((5+5)*(5+7))/5)
598,1 2 6 8 9,((2+(6+(8+9)))-1)
599,1 1 3 4 7,(1*(((4*7)-3)-1))
600,1 1 2 8 8,((1+((2*8)+8))-1)
601,1 2 2 2 2,((1+2)*(2*(2+2)))
602,4 5 8 8 9,(4-(5-(8+(8+9))))
603,3 3 4 6 6,((3/(4/(6*6)))-3)
604,1 1 2 9 9,((9-((1-9)*2))-1)
605,3 3 4 7 7,(3+(3+(4+(7+7))))
606,1 1 2 2 6,((1+(2*(2*6)))-1)
607,3 6 6 7 7,((3-6)*(6-(7+7)))
608,3 3 3 4 6,(3-(3*(3-(4+6))))
609,4 4 4 4 5,(4-(4*(4-(4+5))))
610,2 2 3 4 7,(2*((3+(4+7))-2))
611,4 7 7 7 7,((7+(7+(7+7)))-4)
612,1 1 4 5 9,(1*(9-((1-4)*5)))
613,2 6 7 7 7,(2*(6/(7/(7+7))))
614,2 2 2 8 8,(2*(((8+8)-2)-2))
615,3 3 7 7 8,(3-(3*(7*(7-8))))
616,2 6 7 8 8,((6*(7+(8/8)))/2)
617,4 4 6 8 8,(4*(((8+8)-6)-4))
618,2 2 2 9 9,(2+(2+(2+(9+9))))
619,1 4 5 8 9,(1*(4*(5-(8-9))))
620,2 2 3 5 7,(2*(2*(3*(7-5))))
621,2 3 3 6 8,(((3+(6*8))-3)/2)
622,1 1 1 6 9,(1*(((1+1)*9)+6))
623,1 2 7 7 7,(1+(2+(7+(7+7))))
624,3 4 5 6 6,(3+(4+(5+(6+6))))
625,3 3 5 9 9,(3*(3+(5+(9-9))))
626,3 5 5 7 8,(3*(5+((7+8)/5)))
627,3 4 5 7 7,(3*(4+(5-(7/7))))
628,2 2 4 5 8,(((4*(5+8))/2)-2)
629,1 3 5 7 7,((((5*7)-7)-3)-1)
630,2 2 4 6 9,(2-(2*(4-(6+9))))
631,1 3 5 8 8,(1*(3+(5+(8+8))))
632,1 5 6 6 6,(1+(5+(6+(6+6))))
633,1 1 3 3 9,(1-(1+(3-(3*9))))
634,1 3 3 8 8,(((3*3)+(8+8))-1)
635,3 4 6 7 9,(3*(4+(6+(7-9))))
636,4 5 7 7 8,(((7*8)/(7-5))-4)
637,1 1 2 4 5,(1+(1+(2+(4*5))))
638,2 8 8 8 9,(((8+8)*9)/(8-2))
639,2 3 7 7 7,(2+((3*7)+(7/7)))
640,5 8 8 8 9,((5-8)*(8*(8-9)))
641,4 4 5 6 7,(4-(4*(5*(6-7))))
642,1 3 6 8 9,(1-(3*((8/6)-9)))
643,3 3 4 6 9,(3*(((6+9)-4)-3))
644,2 2 3 7 7,(2-(2*(3-(7+7))))
645,6 6 6 6 7,((6*(6+(6-7)))-6)
646,2 6 6 6 6,(2*((6+(6+6))-6))
647,1 2 5 9 9,((2+(5+(9+9)))-1)
648,2 2 3 3 9,(2-(2+(3-(3*9))))
649,6 6 6 7 8,((6*(6+(7-8)))-6)
650,2 6 6 7 7,((6+(6+(7+7)))-2)
651,3 3 6 7 7,(3+(3*(6+(7/7))))
652,2 2 2 4 5,(2+(2*(2+(4+5))))
653,2 4 5 6 9,(2*(4/(5/(6+9))))
654,1 4 4 8 8,(1*(4+(4+(8+8))))
655,2 2 2 5 6,((2*(2+(5+6)))-2)
656,2 3 3 4 9,((3*(3+(4+9)))/2)
657,1 2 6 6 6,(1*((2*6)+(6+6)))
658,4 6 6 8 9,(((6*(8+9))-6)/4)
659,1 5 5 5 7,((((5*7)-5)-5)-1)
660,1 1 1 2 6,(1*((1+1)*(2*6)))
661,2 3 5 9 9,((3+(5+(9+9)))-2)
662,2 2 4 9 9,(2*(((9+9)-4)-2))
663,1 4 7 8 9,(1*(4*(7+(8-9))))
664,2 5 8 8 8,(2*(5+(8-(8/8))))
665,6 6 7 8 9,((6+(7+(8+9)))-6)
666,1 1 3 6 9,((1+1)*((6+9)-3))
667,1 3 3 3 4,(1*(3+(3*(3+4))))
668,2 7 7 7 7,(((7*7)-(7/7))/2)
669,1 3 3 4 5,(1*((3*(4+5))-3))
670,1 5 6 6 9,(1+(5-(6*(6-9))))
671,1 3 7 7 8,((3+(7+(7+8)))-1)
672,1 1 2 3 7,(1*(1+(2+(3*7))))
673,4 4 4 5 6,((4*((5+6)-4))-4)
674,1 2 2 4 9,(1*((2*(4+9))-2))
675,3 3 3 3 3,((3*(3+(3+3)))-3)
676,3 3 3 6 8,(3*(((6+8)-3)-3))
677,4 4 4 6 7,(4+(4*(4-(6-7))))
678,1 4 5 6 6,(1*(4*(5+(6/6))))
679,2 2 3 6 9,(2*(2*(3-(6-9))))
680,4 6 7 7 8,((6+(7+(7+8)))-4)
681,3 4 8 8 9,(3-(4-(8+(8+9))))
682,1 1 7 8 9,((1+(7+(8+9)))-1)
683,2 6 6 6 9,(2*((6*(9-6))-6))
684,1 3 8 8 9,(1*(3*(8*(9-8))))
685,3 3 6 6 9,((3*((6+9)-6))-3)
686,2 2 2 3 7,(2+(2+(2*(3+7))))
687,4 5 6 8 8,(4-(5/((6-8)/8)))
688,1 2 7 9 9,(1-(2-(7+(9+9))))
689,2 2 4 4 5,((2*(4+(4+5)))-2)
690,1 1 1 1 8,(1*((1+(1+1))*8))
691,3 4 5 9 9,((4+(5+(9+9)))-3)
692,1 4 6 7 8,((4+(6+(7+8)))-1)
693,4 5 5 5 6,(4+(5*(5+(5-6))))
694,1 1 3 9 9,((1+1)*((9/3)+9))
695,4 5 7 8 9,(4/((5+7)/(8*9)))
696,1 1 2 6 8,(1/(1*(2/(6*8))))
697,3 4 6 6 6,((4*(6+(6+6)))/3)
698,3 3 4 4 6,(3*(3*(4*(4/6))))
699,5 6 7 8 9,((6-5)*(7+(8+9)))
700,1 6 6 7 7,(((6-(7/7))-1)*6)
701,2 3 7 9 9,(2-(3-(7+(9+9))))
702,4 4 5 5 5,(4-(4*(5-(5+5))))
703,1 3 6 7 7,(1+(3+(6+(7+7))))
704,3 3 4 5 7,(3+(((4+5)*7)/3))
705,1 1 2 7 8,(1+(1+((2*7)+8)))
706,4 7 8 8 8,(4*(((7*8)-8)/8))
707,2 6 8 8 8,((6*((8+8)-8))/2)
708,2 6 6 8 9,(2*(6-(6*(8-9))))
709,2 2 3 9 9,(2*(2/(3/(9+9))))
710,7 8 8 8 8,(7+(8+(8+(8/8))))
711,1 2 4 4 4,(1*(2*(4+(4+4))))
712,6 6 6 8 9,((6*(6+(8-9)))-6)
713,2 5 5 9 9,(((5*5)+(9/9))-2)
714,2 2 2 6 8,(((2*(6+8))-2)-2)
715,1 6 7 8 9,(((6*7)-(8+9))-1)
716,7 8 8 9 9,(7+(8+(8+(9/9))))
717,1 2 4 5 5,(1+(2-(4-(5*5))))
718,1 7 8 8 9,(((8+8)*9)/(7-1))
719,2 5 6 6 7,(2*(5-(6-(6+7))))
720,2 2 2 7 9,(2*(((7+9)-2)-2))
721,1 1 1 3 8,(1*((1+(3*8))-1))
722,1 2 8 8 8,(1*((2*(8+8))-8))
723,3 6 8 9 9,(3+(((8*9)/6)+9))
724,3 3 5 6 8,((3*((6+8)-5))-3)
725,4 4 6 6 7,((4*((6+7)-6))-4)
726,2 4 8 8 9,(2*(4-(8*(8-9))))
727,1 6 7 9 9,(1/(6/((7+9)*9)))
728,1 1 1 4 9,((1+1)*((4+9)-1))
729,1 2 6 8 8,(1*(2+(6+(8+8))))
730,1 5 5 7 9,(1+(5-((5-7)*9)))
731,2 2 5 6 9,(2+(2+(5+(6+9))))
732,3 5 5 5 7,(3*(5+(5+(5-7))))
733,2 7 7 8 9,(((7*7)+(8-9))/2)
734,1 3 5 5 6,(1*((3*(5+5))-6))
735,4 5 8 8 8,((((5+8)*8)-8)/4)
736,2 3 4 4 9,(2*(3-(4-(4+9))))
737,2 5 7 7 9,((2-5)*((7/7)-9))
738,2 2 4 4 8,((((4*8)-4)-2)-2)
739,2 3 8 8 8,(2*(3+(8+(8/8))))
740,1 3 3 6 8,(1/(3/((3+6)*8)))
741,1 1 2 2 5,(((1+(2+2))*5)-1)
742,2 7 7 9 9,(((7*7)-(9/9))/2)
743,5 7 7 8 8,((((7+7)*8)+8)/5)
744,3 3 3 4 5,(3*(3-((3-4)*5)))
745,4 4 4 4 4,(((4*(4+4))-4)-4)
746,4 4 4 7 9,(4*(4+(4+(7-9))))
747,3 5 6 6 9,(3*(5+(6+(6-9))))
748,1 6 6 6 9,(1*(6-(6*(6-9))))
749,1 1 5 5 7,(1+(((1+5)*5)-7))
750,1 3 6 6 9,(1*(3+(6+(6+9))))
751,3 3 4 4 9,((3*((4+9)-4))-3)
752,3 3 3 5 5,(3-(3*(3-(5+5))))
753,1 5 8 9 9,((8*(9+9))/(1+5))
754,3 5 6 7 9,((5+(6+(7+9)))-3)
755,1 4 5 8 8,((4+(5+(8+8)))-1)
756,1 2 5 7 9,(1+(2+(5+(7+9))))
757,2 2 3 5 6,(2*((3+(5+6))-2))
758,1 8 8 8 9,(((1-(8-9))*8)+8)
759,1 4 5 9 9,(1*(4*(5+(9/9))))
760,2 5 5 5 6,(2/(5/((5+5)*6)))
761,2 2 2 2 5,(2*((2*(2+5))-2))
762,1 1 1 7 9,(1+(((1+1)*7)+9))
763,4 6 6 6 9,((6+(6*(6+9)))/4)
764,1 4 8 8 9,((((8*8)/4)+9)-1)
765,2 4 7 8 8,(2*(4+(7+(8/8))))
766,6 6 8 8 9,(6*(((8/8)+9)-6))
767,2 5 7 9 9,(2*(5+(7+(9-9))))
768,4 5 5 7 9,(4*(((7+9)-5)-5))
769,3 4 4 4 4,(3*((4+(4+4))-4))
770,5 5 5 5 9,((((5*5)+9)-5)-5)
771,5 5 7 9 9,(5-((5*(7-9))-9))
772,2 2 4 7 8,(2-(2*(4-(7+8))))
773,1 3 4 5 5,(1*(3-(4-(5*5))))
774,1 1 3 4 9,((((1+3)*4)+9)-1)
775,5 8 8 8 8,(((8*(8+8))-8)/5)
776,3 4 6 8 8,(3*(4-(8/(6-8))))
777,1 1 5 8 8,(1-(1+((5-8)*8)))
778,1 2 2 2 4,(1*(2*(2*(2+4))))
779,4 4 5 6 6,((4*((6+6)-5))-4)
780,3 3 4 6 8,(3+(3+(4+(6+8))))
781,7 7 8 8 9,(7+(7+((8/8)+9)))
782,4 4 5 7 7,(4+(4*(5+(7-7))))
783,1 3 6 9 9,((((9*9)-6)/3)-1)
784,3 3 4 7 9,((((4+7)-3)*9)/3)
785,6 6 6 7 7,((6*(6-(7/7)))-6)
786,3 3 3 4 8,((3*((4+8)-3))-3)
787,1 1 8 8 9,(1*((8+(8+9))-1))
788,2 2 3 4 9,(2*(2-(3-(4+9))))
789,2 2 2 5 5,(2+(2+(2*(5+5))))
790,2 6 7 7 9,((6*(9-(7/7)))/2)
791,4 4 6 7 9,(4*(((7+9)-6)-4))
792,1 5 5 5 6,((5*(5*(6-5)))-1)
793,2 3 3 5 9,(2*(((5*9)/3)-3))
794,1 1 1 2 5,((1+1)*((1+5)*2))
795,2 5 6 8 9,(2*(5+(6-(8-9))))
796,4 6 6 9 9,(4*(((9+9)-6)-6))
797,1 5 5 6 7,(1+(5+(5+(6+7))))
798,3 3 5 5 5,(3*(3-(5-(5+5))))
799,1 4 7 8 8,(1*(4*(7-(8/8))))
800,1 2 7 7 9,((2+(7+(7+9)))-1)
801,3 4 5 6 8,((3+(4+5))*(8-6))
802,4 5 6 6 7,(4/(5-(6-(7/6))))
803,6 6 7 8 8,((6/6)+(7+(8+8)))
804,2 3 6 6 6,(2/((6-3)/(6*6)))
805,2 2 8 8 9,(2*(2+((8/8)+9)))
806,1 4 7 9 9,(1*(4*(7-(9/9))))
807,1 3 5 7 9,(1*(3+(5+(7+9))))
808,6 6 7 9 9,(6-((6-7)*(9+9)))
809,1 3 3 4 4,((((3+4)*4)-3)-1)
810,1 5 6 6 8,((5+(6+(6+8)))-1)
811,2 4 4 5 5,(2*(4*(4-(5/5))))
812,1 3 3 5 5,(((3+(5*5))-3)-1)
813,2 4 4 4 9,(((4*(4+9))-4)/2)
814,2 4 9 9 9,(2*(4+(9-(9/9))))
815,1 1 2 4 7,(1+(1+(2*(4+7))))
816,2 3 7 7 9,((3+(7+(7+9)))-2)
817,4 7 7 9 9,((7-4)*(7+(9/9)))
818,3 3 3 6 7,(3+(((3+6)*7)/3))
819,4 4 4 6 6,(4+(4+(4+(6+6))))
820,3 3 3 7 8,(3+(3+(3+(7+8))))
821,7 7 7 9 9,(((7*7)-(9+9))-7)
822,1 2 5 5 5,(((5*(5+5))/2)-1)
823,4 4 5 6 9,(4*(((6+9)-5)-4))
824,2 2 3 7 9,((2*((7+9)-3))-2)
825,3 4 8 8 8,(3*(4/(8/(8+8))))
826,1 1 7 8 8,(1*(1+(7+(8+8))))
827,1 2 5 6 6,(1*(6-((2-5)*6)))
828,6 6 6 6 9,(6+(6*(6+(6-9))))
829,2 6 6 6 8,((6+(6+(6+8)))-2)
830,3 6 9 9 9,(3-(6-(9+(9+9))))
831,3 3 6 6 8,((3*((6/6)+8))-3)
832,2 2 2 3 6,(2+(2*(2+(3+6))))
833,1 4 4 4 4,(1*(4+(4+(4*4))))
834,2 6 6 7 9,((6*(6-(7-9)))/2)
835,1 3 8 9 9,(1-(3-(8+(9+9))))
836,3 3 6 7 9,(3*(3/(6/(7+9))))
837,2 5 5 7 8,((5+((5*7)+8))/2)
838,2 2 2 4 7,((2*(2+(4+7)))-2)
839,1 6 7 7 9,((1-(6+7))*(7-9))
840,1 1 1 1 7,((1+(1+1))*(1+7))
841,4 5 5 5 5,(4+(5+(5+(5+5))))
842,1 2 6 6 8,(1*(2*(6*(8-6))))
843,1 5 5 5 9,(1*(5+(5+(5+9))))
844,3 8 8 9 9,(3*(8+(8*(9-9))))
845,2 3 5 5 5,(2*((5+(5+5))-3))
846,1 1 1 2 8,((1+((1+2)*8))-1)
847,4 5 5 6 6,(4+(5*(5-(6/6))))
848,1 4 6 8 8,(1/(4/(6*(8+8))))
849,2 2 7 8 8,(2*(2*(7-(8/8))))
850,3 4 4 7 8,(3*(4-(4*(7-8))))
851,4 5 7 9 9,(4-(5-(7+(9+9))))
852,1 3 3 3 6,(1*((3*(3+6))-3))
853,3 3 4 5 6,(3-(3*(4-(5+6))))
854,1 1 2 7 7,((1+1)*((7+7)-2))
855,1 1 2 3 9,((1+(2*(3+9)))-1)
856,4 4 4 5 8,((4*(4-(5-8)))-4)
857,6 6 6 9 9,((6+(6+(9+9)))-6)
858,2 5 6 6 6,(2*(5+(6+(6/6))))
859,2 2 2 7 8,((2*((7+8)-2))-2)
860,1 4 5 6 8,(1+(4+(5+(6+8))))
861,4 4 6 6 6,(4*(4+((6+6)/6)))
862,2 4 8 8 8,(2*(4-(8-(8+8))))
863,1 1 1 4 8,(1-(1+((1-4)*8)))
864,1 5 5 7 8,((5+(5+(7+8)))-1)
865,5 9 9 9 9,(5+(9+(9+(9/9))))
866,3 3 5 7 8,(((5*(7+8))-3)/3)
867,2 4 8 9 9,(2-(4-(8+(9+9))))
868,2 2 2 3 9,(2*((2+(3+9))-2))
869,1 5 5 8 9,((5*(5*(9-8)))-1)
870,5 5 8 9 9,(9-(5/((5-8)/9)))
871,3 4 5 5 5,(3*(4/(5/(5+5))))
872,1 4 6 6 9,((4+(6+(6+9)))-1)
873,2 5 7 7 8,(2*(5-(7*(7-8))))
874,2 2 4 4 7,(2+((4*(4+7))/2))
875,1 3 5 6 6,(1*((5-3)*(6+6)))
876,4 5 5 5 8,(4+(5-(5*(5-8))))
877,1 3 3 6 7,(1*(3-((3-6)*7)))
878,2 5 7 8 9,(2*(5-(7*(8-9))))
879,2 4 4 7 8,(2*(4*(4+(7-8))))
880,8 8 9 9 9,(8+(8/(9/(9+9))))
881,5 5 7 7 8,(((7*8)-7)-(5*5))
882,1 2 2 7 7,(1*(2*((7+7)-2)))
883,1 6 6 6 8,(1*(6*(6+(6-8))))
884,1 3 3 7 7,((((7-3)*7)-3)-1)
885,3 4 6 6 8,(3+((6*(6+8))/4))
886,1 1 5 5 6,(1*(((5*6)-5)-1))
887,1 2 3 3 9,(1*(((2+3)*3)+9))
888,4 4 4 8 9,(4+(4*(4-(8-9))))
889,3 3 4 4 8,((3+((4*4)+8))-3)
890,1 6 6 7 9,(1*(6*(6+(7-9))))
891,1 1 5 6 7,(1*(1+((5*6)-7)))
892,4 4 5 5 7,((4*((5+7)-5))-4)
893,1 3 6 7 9,((3+(6+(7+9)))-1)
894,3 3 4 5 9,(3+(3+(4+(5+9))))
895,3 5 6 7 8,(3/((6-(7/8))-5))
896,1 2 5 7 8,((((5*7)-8)-2)-1)
897,1 8 8 8 8,((1+((8+8)/8))*8)
898,1 2 5 8 9,(1*(2+(5+(8+9))))
899,2 5 5 5 5,(((5*5)+(5/5))-2)
900,1 2 4 4 6,(1/(2/((4+4)*6)))
901,1 4 4 6 6,((1-4)*(4-(6+6)))
902,2 3 3 3 9,(2*((3+(3+9))-3))
903,2 5 6 6 9,((5+(6+(6+9)))-2)
904,4 6 6 7 9,((6+(6+(7+9)))-4)
905,1 4 8 9 9,((1-4)*((9-9)-8))
906,3 3 9 9 9,((3*((9+9)-9))-3)
907,6 6 8 9 9,(6*(((9+9)-8)-6))
908,4 4 6 6 9,(4*(4-(6/(6-9))))
909,2 3 5 7 8,(2*(3*(5+(7-8))))
910,2 3 5 8 9,(2*(3*(5+(8-9))))
911,2 2 4 7 7,(2*(2-(4-(7+7))))
912,4 5 5 8 8,(4*(((8+8)-5)-5))
913,3 5 5 5 9,(3/(5/((5*9)-5)))
914,1 4 7 7 8,(1*(4*(7+(7-8))))
915,1 2 2 2 3,(1*(2*(2*(2*3))))
916,1 3 5 5 8,(1*(3*((5+8)-5)))
917,6 6 7 7 8,(6/((7/7)-(6/8)))
918,1 2 2 3 4,((2-1)*(2*(3*4)))
919,3 3 4 7 8,(3*(((7+8)-4)-3))
920,7 7 8 9 9,(7+(7-(8-(9+9))))
921,1 1 2 2 7,((1+1)*((2*7)-2))
922,3 6 6 7 8,((6+(6+(7+8)))-3)
923,3 3 3 4 7,((3*(3*(7-4)))-3)
924,3 3 4 8 9,(3*(3+(4-(8-9))))
925,4 4 4 4 6,(4*(4+(4+(4-6))))
926,1 1 4 6 6,(1*(((1+4)*6)-6))
927,4 7 7 7 8,(4*(8-((7+7)/7)))
928,1 1 8 9 9,(((8+(9+9))-1)-1)
929,3 3 7 7 9,((3*((7+9)-7))-3)
930,2 4 6 7 7,(2*(4-(6-(7+7))))
931,2 6 7 8 9,(2*(6+(7+(8-9))))
932,1 4 5 5 5,(1*(4-(5-(5*5))))
933,2 5 6 8 8,(2*(5+(6+(8/8))))
934,4 4 6 8 9,(4+(4*(6+(8-9))))
935,2 2 3 5 8,(2*(2-(3-(5+8))))
936,2 5 6 9 9,(2*(5+(6+(9/9))))
937,3 8 9 9 9,((8*((9+9)-9))/3)
938,2 5 5 5 8,(2+(5+((5*5)-8)))
939,2 2 2 2 7,(2+(2*(2+(2+7))))
940,1 2 7 7 8,(1*(2+(7+(7+8))))
941,5 5 6 8 8,(((5*6)-(8/8))-5)
942,4 5 6 6 6,(4/(5/((6*6)-6)))
943,3 4 5 7 8,(3*(4+(5+(7-8))))
944,2 2 8 9 9,(2*(2-(8-(9+9))))
945,1 2 7 8 8,((2+(7+(8+8)))-1)
946,3 4 5 8 9,(3*(((8+9)-5)-4))
947,5 6 9 9 9,((5/(6/(9+9)))+9)
948,1 3 5 8 9,((3+(5+(8+9)))-1)
949,3 4 4 4 6,(3*(4*(4+(4-6))))
950,1 3 3 8 9,(1+(3+(3+(8+9))))
951,4 5 7 7 9,((5+(7+(7+9)))-4)
952,2 3 7 7 8,(2*(3+((7/7)+8)))
953,1 3 4 5 7,(1*(3*((5+7)-4)))
954,1 2 2 9 9,((((2*9)+9)-2)-1)
955,1 2 3 6 7,(1+(2-((3-6)*7)))
956,3 3 3 7 7,(3*(((7+7)-3)-3))
957,1 2 2 2 6,((1+2)*(2*(6-2)))
958,4 4 5 6 8,((4*(5-(6-8)))-4)
959,2 3 7 8 8,((3+(7+(8+8)))-2)
960,3 3 3 8 8,(3*((3*3)-(8/8)))
961,4 4 5 7 9,(4+((5*(7+9))/4))
962,6 6 6 7 9,(6*(((7+9)-6)-6))
963,2 6 6 7 8,(2*(6-(6*(7-8))))
964,2 5 5 7 7,(((5*5)+(7/7))-2)
965,1 4 4 8 9,((4+(4+(8+9)))-1)
966,2 5 5 8 8,((5+(5+(8+8)))-2)
967,2 2 2 5 7,(2*((2+(5+7))-2))
968,1 6 7 7 8,((1-(7*7))/(6-8))
969,1 5 5 5 8,(1+(5+(5+(5+8))))
970,1 1 1 2 7,((1+1)*((7-1)*2))
971,1 5 5 6 9,((5+(5+(6+9)))-1)
972,3 6 8 8 8,(3*(6+((8+8)/8)))
973,3 3 5 5 7,(3-(3*(5-(5+7))))
974,3 4 4 7 7,((4*(4+(7+7)))/3)
975,2 5 8 8 9,(2*(5+(8+(8-9))))
976,4 5 6 6 9,(4+(5*(6*(6/9))))
977,2 3 6 6 8,(2*(3*(6+(6-8))))
978,5 5 8 8 9,((8+(8+9))-(5/5))
979,2 7 7 7 8,((7+((7*7)-8))/2)
980,1 3 3 4 6,(1*((3+(4*6))-3))
981,1 1 2 3 8,(1+(1+(2*(3+8))))
982,1 2 2 5 6,(1*(2+(2*(5+6))))
983,4 4 4 5 7,(4+(4+(4+(5+7))))
984,1 1 2 4 9,(((2*(4+9))-1)-1)
985,1 1 6 8 8,(1+(1+(6+(8+8))))
986,3 9 9 9 9,(3/(9/((9*9)-9)))
987,3 3 3 3 4,((3*((3*4)-3))-3)
988,3 3 3 6 9,(3+(3+(3+(6+9))))
989,4 4 4 6 8,(4*(((6+8)-4)-4))
990,1 1 4 8 8,((1+((4*8)-8))-1)
991,1 2 4 9 9,(1*(2+(4+(9+9))))
992,1 2 5 5 7,(((5*7)-(2*5))-1)
993,1 4 5 7 7,(1+(4+(5+(7+7))))
994,2 2 2 3 8,((2*(2+(3+8)))-2)
995,1 5 5 8 8,((5*(5+(8-8)))-1)
996,1 4 4 4 6,(1*(4*((4+6)-4)))
997,2 2 2 4 9,(2-(2*(2-(4+9))))
998,1 1 1 1 9,((1+(1+1))*(9-1))
999,4 5 5 5 7,(4/(5/((5*7)-5)))
1000,1 4 6 7 9,(1/(4/(6*(7+9))))
1001,2 4 7 7 7,(2*(4+(7+(7/7))))
1002,2 3 4 9 9,(2*(3*(4+(9-9))))
1003,2 3 5 5 7,(((5*7)-5)-(2*3))
