Rank,Puzzles,Solutions
418,4 5 8 10 10 10,(4-(5-((10*(10+10))/8)))
419,3 4 9 9 9 9,((4*((9+(9+9))-9))/3)
420,3 5 7 9 9 10,(3*(5-(7+(9-(9+10)))))
421,4 4 6 8 10 11,((4*(((10+11)-8)-6))-4)
422,6 7 8 8 9 11,(6*(7+(8+((8-9)*11))))
423,3 3 3 4 5 11,((3*(((5+11)-4)-3))-3)
424,5 6 7 7 7 11,(((7-(7*(7-11)))-6)-5)
425,3 3 4 8 9 9,(((4+(8+(9+9)))-3)-3)
426,4 4 6 7 7 10,(4+(4+(6-(7-(7+10)))))
427,4 4 8 9 9 9,(4+(4+(8/(9/(9+9)))))
428,4 7 7 10 10 10,((((10+(10*10))-7)-7)/4)
429,3 3 4 8 10 10,(3-(3+(4-(8+(10+10)))))
430,4 4 8 9 10 10,(4*(4-(8-(9+(10/10)))))
431,5 6 6 6 7 7,(5+(6+(6+(6+(7/7)))))
432,8 8 10 10 11 11,(8-(8*(10+(10-(11+11)))))
433,3 6 9 11 11 11,(3*(6-(9+(11-(11+11)))))
434,3 3 5 7 7 7,(3+(3*(5+((7+7)/7))))
435,4 4 7 7 8 10,(((7+(7+(8+10)))-4)-4)
436,4 4 5 8 9 9,(4-(4*(5+(8-(9+9)))))
437,4 5 5 5 5 8,((5+(5+(5+(5+8))))-4)
438,5 5 6 6 6 11,(5-(5+(6+(6*(6-11)))))
439,6 6 8 10 10 11,(6-(6*(8+(10-(10+11)))))
440,3 3 6 7 8 8,(3+((6-(7-(8*8)))/3))
441,3 3 4 7 7 9,(3*(3-(4+(7-(7+9)))))
442,3 4 4 5 5 6,(3*(((5+(5+6))-4)-4))
443,5 6 6 6 8 8,(5+(6+(6+(6+(8/8)))))
444,7 8 8 8 8 8,(7+((8+(8*(8+8)))/8))
445,8 9 9 9 9 9,(8*(9*(9/(9+(9+9)))))
446,3 4 4 5 8 11,((4*(4-(5-(8+11))))/3)
447,4 4 5 8 10 10,((4*(((10+10)-8)-5))-4)
448,7 7 7 8 8 9,(((7*(8+(8+9)))-7)/7)
449,4 8 8 8 8 8,(4/(8/(((8*8)-8)-8)))
450,3 7 11 11 11 11,(3+(7/(11/(11+(11+11)))))
451,3 3 6 7 9 9,(3*(3-(6+(7-(9+9)))))
452,3 5 5 5 6 9,(3*(5+(5-(5+(6-9)))))
453,4 6 6 7 8 11,((6*(6+(7-(8-11))))/4)
454,3 3 3 3 7 9,((3*(3-(3*(7-9))))-3)
455,3 6 6 6 6 9,(3-(6-(6+(6+(6+9)))))
456,3 4 5 8 9 9,(((5+(8+(9+9)))-4)-3)
457,4 8 8 10 11 11,((8+(8-(10-(11+11))))-4)
458,5 6 9 10 10 10,((6*(9+(10+(10/10))))/5)
459,4 4 5 7 7 8,((((7*(7+8))-5)-4)/4)
460,5 9 9 9 10 11,((9*(((10*11)/9)-9))-5)
461,6 6 10 10 10 10,(6+(6/(10/(10+(10+10)))))
462,5 5 9 9 9 9,(5+((5/(9/(9+9)))+9))
463,4 4 4 6 7 7,((4+(4+(6+(7+7))))-4)
464,3 5 10 10 10 10,(3/(5/(10+(10+(10+10)))))
465,6 6 7 7 7 9,(6*(6+(7+(7-(7+9)))))
466,5 5 5 5 6 7,((5+(5*((5*6)-7)))/5)
467,3 4 5 8 10 10,((4-(5-(8+(10+10))))-3)
468,3 3 3 3 3 11,((3+(3+((3+3)*11)))/3)
469,3 5 6 6 7 11,(3*(5+(6-((7+11)/6))))
470,3 5 8 8 9 10,(3*(5-(8+(8-(9+10)))))
471,4 6 6 9 9 9,(((6+(9*(9+9)))/6)-4)
472,4 4 5 9 10 11,((4*(((10+11)-9)-5))-4)
473,3 6 6 7 7 7,(3-(6-(6+(7+(7+7)))))
474,3 3 6 8 9 10,(3*(3-(6+(8-(9+10)))))
475,5 7 8 9 9 9,(5/((7+8)/((9*9)-9)))
476,3 5 8 8 10 11,(3+(5+(8-(8*(10-11)))))
477,5 5 5 7 9 10,((((5*7)+(9-10))-5)-5)
478,6 7 7 8 11 11,(((7+(8+(11+11)))-7)-6)
479,3 3 7 8 10 11,(3/(3*(7/(8*(10+11)))))
480,4 4 4 8 11 11,(4*((((11+11)-8)-4)-4))
481,3 3 3 4 7 10,((3+(3+(4+(7+10))))-3)
482,5 5 5 7 10 11,(5+(5+((5*7)-(10+11))))
483,3 3 4 5 5 5,(3*(((5+(5+5))-4)-3))
484,9 10 10 10 10 10,(9+(10+(10*(10/(10+10)))))
485,3 6 10 10 11 11,(3*(6-(10+(10-(11+11)))))
486,5 7 9 9 10 10,(5*((((9+9)/10)+10)-7))
487,3 3 8 8 9 10,(((8*(8+(9+10)))/3)/3)
488,3 3 5 5 6 9,(3*(3-(5+(5-(6+9)))))
489,4 4 4 7 8 10,(((4*(7+(8+10)))-4)/4)
490,5 5 8 9 10 11,(5-(5*((8*(9/10))-11)))
491,5 5 5 6 7 10,((5+(5*(6+(7+10))))/5)
492,3 5 6 8 8 8,(3*(5+(6*(8/(8+8)))))
493,5 6 9 11 11 11,((6*(9-(11-(11+11))))/5)
494,9 10 10 10 11 11,((10+((10/10)+(11+11)))-9)
495,5 6 7 7 10 11,(((7+(7+(10+11)))-6)-5)
496,4 4 6 7 10 10,((4*(((10+10)-7)-6))-4)
497,5 11 11 11 11 11,((((11*(11*11))-11)/11)/5)
498,6 6 7 8 8 11,(6+(6+(7+(8+(8-11)))))
499,4 4 5 5 5 5,(4*(((5+(5+5))-5)-4))
500,7 8 9 11 11 11,(7+(8+(9+(11*(11-11)))))
501,4 4 7 7 11 11,((4*(7+(7*(11-11))))-4)
502,5 6 6 7 9 11,(5*(6-(6/(7+(9-11)))))
503,4 7 7 9 9 9,(4*(7+(7-(9-(9/9)))))
504,5 5 6 6 8 10,((5+(6*(6+(8-10))))-5)
505,3 9 9 9 9 10,(3*(9+(9+(9-(9+10)))))
506,4 5 6 6 9 9,(4/(5/(6+(6+(9+9)))))
507,3 4 4 6 7 10,(3*((4*(6+(7-10)))-4))
508,4 6 7 11 11 11,(4-(6+(7-(11+(11+11)))))
509,5 6 6 6 6 10,(((6+((6+6)*10))-6)/5)
510,5 5 6 6 9 11,((5+(6*(6+(9-11))))-5)
511,5 7 8 10 10 11,(5*(7+((8-10)/(10/11))))
512,3 9 9 9 10 11,((9*(((10+11)-9)-9))-3)
513,6 7 9 10 10 11,((7*(9*(10/(10+11))))-6)
514,3 9 10 10 10 10,((9/(10/(10+(10+10))))-3)
515,4 4 6 10 10 11,(4-(4*(6+(10-(10+11)))))
516,3 3 8 9 9 11,(3+(3+(8-((9/9)-11))))
517,3 3 5 6 6 10,(3*(3-(5+(6-(6+10)))))
518,3 4 4 4 5 5,((4*(4+(4+(5+5))))/3)
519,3 4 7 7 11 11,((4+((7/7)+(11+11)))-3)
520,3 4 4 4 8 10,((4*((4+(8+10))-4))/3)
521,4 5 5 7 8 10,(4/(5/(5+(7+(8+10)))))
522,5 6 6 6 7 10,(5+(6*(6-((7+10)/6))))
523,3 5 5 5 9 9,(3-(5-((5*5)+(9/9))))
524,4 6 6 7 11 11,((6-(6*(7-(11+11))))/4)
525,7 7 7 7 8 8,((7+(7*(7+(8+8))))/7)
526,7 9 9 10 11 11,((9-((9-10)*(11+11)))-7)
527,3 4 5 5 5 9,(3*(4-(5+(5-(5+9)))))
528,3 3 4 6 6 11,(3-(3*(4+(6-(6+11)))))
529,3 4 4 4 9 11,(3*(4-((4-(9+11))/4)))
530,4 6 6 6 8 10,((((6*(8+10))-6)-6)/4)
531,4 5 6 7 9 10,(4*(5+(6/(7+(9-10)))))
532,6 10 10 10 11 11,((10+(10+(10+(11-11))))-6)
533,3 4 5 5 6 10,(3*(4+(5-(5+(6-10)))))
534,6 7 7 9 9 9,(6*(7+(7-(9+(9/9)))))
535,4 5 7 7 7 8,(4+(5-(7-(7+(7+8)))))
536,3 3 3 3 6 11,(3*((((6+11)-3)-3)-3))
537,4 4 5 6 7 7,(((5*(6+(7+7)))-4)/4)
538,4 4 8 8 10 11,(4-(4*(8+(8-(10+11)))))
539,3 5 6 6 10 11,(3*((6+(6-(10-11)))-5))
540,5 5 7 7 7 10,(5+(5-(7+(7*(7-10)))))
541,3 5 5 6 6 6,(3*(((6+(6+6))-5)-5))
542,4 5 6 7 10 11,(4*(5+(6/(7+(10-11)))))
543,4 7 8 11 11 11,((7*(8*(11/(11+11))))-4)
544,6 7 7 9 10 10,(6*(7+(7-(9+(10/10)))))
545,4 4 5 10 10 10,(4-(4*(5+(10-(10+10)))))
546,5 8 9 9 9 10,(((9+(9+(9+10)))-8)-5)
547,3 5 5 6 9 11,(3*((5+(6-(9-11)))-5))
548,4 5 7 7 8 9,(4*(5+(7-(7+(8-9)))))
549,3 5 7 7 7 10,(3*(5-(7+(7-(7+10)))))
550,5 6 6 11 11 11,((((11+(11*11))-6)-6)/5)
551,6 8 8 8 9 9,((8*((8+(9+9))-8))/6)
552,3 5 5 9 9 9,(((5+(9+(9+9)))-5)-3)
553,5 7 8 8 8 8,(((7+8)*((8+8)-8))/5)
554,4 4 4 5 7 11,((4+(4*(5+(7+11))))/4)
555,3 4 8 9 9 10,((4*(8-(9-(9+10))))/3)
556,6 6 7 8 10 11,(((7+(8+(10+11)))-6)-6)
557,4 4 8 8 11 11,(((8*((11+11)-8))/4)-4)
558,3 3 3 5 7 9,((3+(3+(5+(7+9))))-3)
559,3 3 5 11 11 11,(3+(3*(5+((11+11)/11))))
560,3 6 7 9 10 11,(3-(6-((9*(10+11))/7)))
561,4 4 6 8 8 8,(4*(4-(6+(8-(8+8)))))
562,3 8 9 9 9 9,(3*(8+(9+(9-(9+9)))))
563,7 7 8 9 10 11,(((8+(9+(10+11)))-7)-7)
564,4 6 8 9 10 11,((6-(8-(9+(10+11))))-4)
565,6 7 8 8 8 9,((7+((8*(8+8))+9))/6)
566,5 5 5 6 10 10,(((5+(6*(10+10)))-5)/5)
567,3 4 5 6 6 11,((4*((6+(6+11))-5))/3)
568,4 7 7 8 8 9,(4*(7-(7/(8+(8-9)))))
569,3 4 5 10 10 10,(3-(4+(5-(10+(10+10)))))
570,3 3 3 8 10 11,(3*(3/(3-((10+11)/8))))
571,5 5 6 7 7 9,(((((7*7)-9)-6)-5)-5)
572,4 7 8 8 9 10,(((8+(8+(9+10)))-7)-4)
573,6 7 7 10 10 10,(((7+(10+(10+10)))-7)-6)
574,3 3 5 5 5 11,((((5*(5+11))-5)-3)/3)
575,4 7 8 8 10 11,((7-(8-(8+(10+11))))-4)
576,4 5 8 9 9 11,(4+(5+(8+(9+(9-11)))))
577,6 7 7 10 11 11,(6-(7+(7-(10+(11+11)))))
578,9 9 10 10 11 11,(((10+(10+(11+11)))-9)-9)
579,9 9 9 9 11 11,((9+(9+(9*(11+11))))/9)
580,8 9 9 9 10 11,(8*(9/(((10+11)-9)-9)))
581,7 8 8 8 9 10,((8+(8+(8*(9+10))))/7)
582,5 6 6 6 9 10,(5*(6-(6/(6+(9-10)))))
583,4 4 4 10 11 11,(4+(4+(4-(10-(11+11)))))
584,5 5 6 10 10 11,(((6*((10*11)-10))/5)/5)
585,5 5 5 9 10 11,(5+(5+(5-(9*(10-11)))))
586,4 5 5 5 7 11,(4+(5*(5-(5+(7-11)))))
587,3 4 7 8 10 10,(3*(4+((8+(10+10))/7)))
588,3 4 4 5 7 9,(3-(4-(4+(5+(7+9)))))
589,5 6 6 6 10 11,(5*(6-(6/(6+(10-11)))))
590,7 8 8 8 10 11,((8*((8+(10+11))-8))/7)
591,4 4 7 7 7 7,(4+(4*(7-((7+7)/7))))
592,4 4 5 8 11 11,(4+(4*(5+(8*(11-11)))))
593,3 6 7 7 8 8,(3*(6-(7+(7-(8+8)))))
594,4 4 4 4 4 11,((4*(((4+11)-4)-4))-4)
595,5 6 7 9 10 11,((6-(7-(9+(10+11))))-5)
596,4 4 6 9 10 10,(4-(4*(6+(9-(10+10)))))
597,3 3 3 3 5 5,((3*(3*(3+(5-5))))-3)
598,4 5 6 8 8 9,(4+(5+(6-(8-(8+9)))))
599,6 6 7 7 8 11,((6*(((8+11)-7)-7))-6)
600,3 3 6 7 11 11,((3*(((11+11)-7)-6))-3)
601,3 4 7 7 7 8,(3+(4*(7-((7+7)/8))))
602,3 3 3 3 8 10,((3+(3+(3+(8+10))))-3)
603,3 4 4 4 4 7,((4*(4+((4+7)/4)))-3)
604,5 5 7 7 10 11,(5+(5+(7-(7*(10-11)))))
605,4 4 5 7 9 11,(((5+(7+(9+11)))-4)-4)
606,7 7 7 7 7 10,(7+(((7*7)+(7*10))/7))
607,4 6 7 7 8 9,(((7*(7+(8+9)))/6)-4)
608,3 5 5 7 8 10,(3+(5+(5-(7-(8+10)))))
609,3 3 3 3 9 11,((3+(3*(3+(9+11))))/3)
610,5 5 5 5 8 10,((5+(5*(5+(8+10))))/5)
611,3 5 8 8 8 8,(((8+(8+(8+8)))-5)-3)
612,4 5 5 10 11 11,(4*((5/(10/(11+11)))-5))
613,4 8 9 11 11 11,(4*(8+(9+(11-(11+11)))))
614,5 5 9 9 11 11,((11-((9-(9*11))/5))-5)
615,6 6 7 7 9 11,(6+(6+(7+(7+(9-11)))))
616,3 4 6 9 10 10,((4-(6-(9+(10+10))))-3)
617,3 5 7 7 10 10,(3*((7+(7-(10/10)))-5))
618,6 9 9 9 11 11,(6+(9+(9+(9*(11-11)))))
619,3 3 6 8 8 8,(((6+(8+(8+8)))-3)-3)
620,8 8 8 9 9 10,(8-(8*(8+(9-(9+10)))))
621,3 5 6 6 6 8,(3-(5-(6+(6+(6+8)))))
622,9 9 11 11 11 11,(((11+(11*11))-(9*11))-9)
623,3 4 7 9 11 11,(3*(4*((9+(11-11))-7)))
624,3 6 6 9 9 9,(((6+(9+(9+9)))-6)-3)
625,5 6 9 9 9 11,((6*((9+(9+11))-9))/5)
626,4 6 6 9 11 11,(4*(6+(6*(9*(11-11)))))
627,8 8 9 9 10 11,(8+((9+(9+(10*11)))/8))
628,7 8 9 9 9 11,(7+(8-(9+(9*(9-11)))))
629,6 7 9 9 10 11,(6*(7+(9+(9-(10+11)))))
630,6 8 8 8 8 11,(6-((8-(8*(8+11)))/8))
631,4 6 6 8 8 10,((6*(6-(8-(8+10))))/4)
632,3 3 4 5 7 8,((3+(4+(5+(7+8))))-3)
633,4 5 6 9 9 11,((5-(6-(9+(9+11))))-4)
634,4 7 7 7 7 7,(4*(7+(7/(7-(7+7)))))
635,3 3 3 5 6 11,((3*(((6+11)-5)-3))-3)
636,3 4 6 6 7 9,(3*(4-(6+(6-(7+9)))))
637,4 6 8 8 10 10,(4/(6/(8+(8+(10+10)))))
638,3 5 6 8 10 11,(3*((6+(8+(10-11)))-5))
639,5 7 10 10 10 10,(5+(7+(10+((10+10)/10))))
640,3 4 10 10 11 11,(3*(4*(((11+11)-10)-10)))
641,4 4 4 7 7 7,(4*(4+(4*(7/(7+7)))))
642,5 5 5 6 6 7,((5+(5+(6+(6+7))))-5)
643,4 7 7 7 8 8,(4*(7-(7/(7+(8-8)))))
644,3 3 5 5 8 11,((3*(((8+11)-5)-5))-3)
645,4 4 6 8 8 11,(4-(4*(6+(8-(8+11)))))
646,4 4 8 10 10 10,(4*(4-(8+(10-(10+10)))))
647,4 6 6 8 9 10,(4*(6*((8+(9-10))-6)))
648,3 3 3 7 10 10,(((3+(7+(10+10)))-3)-3)
649,5 7 10 10 11 11,((7-(10-(10+(11+11))))-5)
650,3 6 8 10 11 11,(3*(6-(8-(10+(11-11)))))
651,5 6 7 8 8 10,(5+(6+(7+(8+(8-10)))))
652,3 3 4 7 11 11,(3*((((11+11)-7)-4)-3))
653,4 4 5 5 7 7,((4+(5+(5+(7+7))))-4)
654,4 4 4 9 10 10,((4*(((10+10)-9)-4))-4)
655,5 5 6 6 7 7,(5+(5-(6-(6+(7+7)))))
656,6 8 10 10 10 10,(6*((10+((10+10)/10))-8))
657,4 7 7 9 11 11,(4*(7+(7-(9-(11/11)))))
658,3 6 6 10 10 11,((6-(6*(10-(10+11))))/3)
659,4 4 7 8 9 11,(4-(4*(7+(8-(9+11)))))
660,5 6 7 8 9 11,(((7+(8+(9+11)))-6)-5)
661,3 3 4 4 4 11,(3-(3*(4+(4-(4+11)))))
662,3 3 4 8 8 10,(((4+(8+(8+10)))-3)-3)
663,5 5 6 9 10 10,((5+(6+(9+(10*10))))/5)
664,4 5 6 6 11 11,(4*(5+(6/(6+(11-11)))))
665,6 8 10 10 11 11,((8-(10-(10+(11+11))))-6)
666,3 8 8 8 9 9,(((8*((9+9)-8))-8)/3)
667,4 7 10 11 11 11,(4*(7+(10+(11-(11+11)))))
668,4 4 4 4 7 11,(4*((((7+11)-4)-4)-4))
669,4 8 8 9 9 9,(4*(8+(8-(9+(9/9)))))
670,3 3 3 10 10 11,(3-(3*(3+(10*(10-11)))))
671,3 7 8 10 10 11,(3-(7*(8+(10-(10+11)))))
672,3 4 4 5 6 11,((4*((5+(6+11))-4))/3)
673,3 8 8 8 10 10,(3+((8+(8*(10+10)))/8))
674,4 5 9 10 10 11,(4*(5+(9/(10+(10-11)))))
675,7 7 7 7 10 11,(7+(7+(7+((10+11)/7))))
676,3 3 4 6 9 10,((3*(((9+10)-6)-4))-3)
677,3 4 4 4 7 7,(3*(4/(4-((7+7)/4))))
678,4 5 5 7 7 7,(4*((5+(7-(7/7)))-5))
679,4 6 6 6 6 6,(4*(((6+(6+6))-6)-6))
680,3 3 7 7 7 8,((3/(7/(7+(7*8))))-3)
681,4 5 6 7 8 8,(4+(5+(6-(7-(8+8)))))
682,4 4 5 8 8 9,(4+(4/(5/(8+(8+9)))))
683,3 3 5 9 9 10,(3*(3-(5+(9-(9+10)))))
684,7 8 9 9 11 11,(7+(8+(9+(9*(11-11)))))
685,3 3 3 3 4 7,(3*(((3+(4+7))-3)-3))
686,3 6 9 9 10 10,(3*(6-(9+(9-(10+10)))))
687,4 6 6 6 7 7,(4-(6-(6+(6+(7+7)))))
688,4 5 9 10 11 11,((5-(9-(10+(11+11))))-4)
689,3 3 7 7 8 9,(3-((7*((7-8)*9))/3))
690,6 6 6 6 7 11,(6*(6+((6-(7+11))/6)))
691,3 5 8 9 10 11,((5-(8-(9+(10+11))))-3)
692,4 5 8 8 9 11,(4-(5*(8+(8-(9+11)))))
693,3 3 3 3 5 8,(3-(3*(3+(3-(5+8)))))
694,6 7 7 9 11 11,((7+(7+(9+(11*11))))/6)
695,4 6 7 7 7 11,(4*(((7+(7*11))/7)-6))
696,5 7 7 10 10 10,(5+((7*7)-(10+(10+10))))
697,4 8 10 10 11 11,(4*(8+(10+(10-(11+11)))))
698,4 4 5 6 9 9,((4*(((9+9)-6)-5))-4)
699,4 4 6 6 7 7,(4*(4-(6+(6-(7+7)))))
700,3 5 5 6 8 8,(3+(5-((5-6)*(8+8))))
701,6 7 7 8 8 10,(6*(7+(7+(8-(8+10)))))
702,3 8 8 9 10 11,(3*((8+(9+(10-11)))-8))
703,4 5 7 7 10 11,(4+(5/(7/(7+(10+11)))))
704,6 8 8 8 11 11,(((8+(8+(11+11)))-8)-6)
705,3 4 4 10 10 11,(3-(4+((10-(10*11))/4)))
706,4 4 4 8 8 10,(4*((4+(8+(8-10)))-4))
707,5 9 9 9 9 11,(((9+(9+(9+11)))-9)-5)
708,5 5 8 10 10 11,(5*(5+((8/10)+(10-11))))
709,3 5 8 8 8 11,(3*(5-(8+(8-(8+11)))))
710,5 5 5 7 7 10,(((5+((7+7)*10))/5)-5)
711,5 7 8 8 10 10,(((8+(8+(10+10)))-7)-5)
712,3 3 3 8 8 8,(3*(3-(3+(8-(8+8)))))
713,5 5 7 10 10 10,(5+(5+(7/(10/(10+10)))))
714,9 10 10 11 11 11,(((10+(11+(11+11)))-10)-9)
715,3 3 7 8 8 11,(3+(3+(7-(8-(8+11)))))
716,3 3 3 5 9 11,(((3*(5+(9+11)))-3)/3)
717,3 4 8 11 11 11,(3-(4+(8-(11+(11+11)))))
718,4 4 4 8 9 11,(((4+(8+(9+11)))-4)-4)
719,4 4 6 8 10 10,(4*(4-((8-(10+10))/6)))
720,6 7 8 8 9 10,(6*(7+(8+(8-(9+10)))))
721,3 3 3 4 5 10,(3+((3+(4*(5+10)))/3))
722,5 5 5 7 8 11,(5+(5+(((7+8)/5)+11)))
723,5 7 8 8 11 11,((7-(8-(8+(11+11))))-5)
724,3 3 3 8 9 9,(3-(3*(3+(8-(9+9)))))
725,5 6 7 8 11 11,((6-(7-(8+(11+11))))-5)
726,5 5 9 11 11 11,(5-(5+(9-(11+(11+11)))))
727,6 6 6 11 11 11,((6*(((11+11)-11)-6))-6)
728,3 3 5 5 11 11,(3*(3+(5+(5*(11-11)))))
729,4 4 6 7 7 9,(4/(4-((7+(7+9))/6)))
730,4 4 6 8 11 11,(4-(4+(6-(8+(11+11)))))
731,5 6 7 7 7 10,(((7+(7*(7+10)))-6)/5)
732,6 7 8 8 10 11,(((8+(8+(10+11)))-7)-6)
733,4 7 9 9 9 11,(4-(7-(9-(9*(9-11)))))
734,3 3 7 8 9 11,(3*(3-(7+(8-(9+11)))))
735,5 5 6 7 9 11,(5+(5-((6/(7-9))-11)))
736,4 7 7 7 7 10,((7*(((7/7)+10)-7))-4)
737,3 4 5 9 9 11,(3*((5+(9+(9-11)))-4))
738,5 6 11 11 11 11,(5+(6+(11+((11+11)/11))))
739,5 6 6 7 7 11,((((7*11)-(6*7))-6)-5)
740,11 11 11 11 11 11,((11+(11+(11*(11+11))))/11)
741,5 5 6 6 6 10,(5*(5-(((6+6)/10)/6)))
742,6 6 8 10 10 10,(6*(6+(8+(10-(10+10)))))
743,5 6 7 7 8 10,(((7*(7+(8-10)))-6)-5)
744,3 3 4 7 7 8,(3+(3-(4-(7+(7+8)))))
745,4 4 6 7 8 9,(4+(4+(6-(7-(8+9)))))
746,7 8 11 11 11 11,(7+(8+(11-((11+11)/11))))
747,4 5 9 9 9 11,(((9+((9*9)+11))-5)/4)
748,4 4 7 7 9 10,(4-(4*(7+(7-(9+10)))))
749,4 8 11 11 11 11,((8/(11/(11+(11*11))))/4)
750,6 6 8 10 11 11,(6-(6+(8-(10+(11+11)))))
751,8 8 8 8 10 10,((8*(((10+10)-8)-8))-8)
752,3 4 4 5 9 11,(3-(4-((5*(9+11))/4)))
753,4 4 7 7 10 11,(4*(4-((7-(10+11))/7)))
754,4 6 9 11 11 11,(4*(6+(9*(11*(11-11)))))
755,3 5 5 5 6 8,((5*(5-((6-8)/5)))-3)
756,3 3 3 9 10 10,(3-(3*(3-(9+(10/10)))))
757,3 8 8 8 8 11,(((8+(8+(8+11)))-8)-3)
758,3 6 7 7 10 10,(3*((7+(7+(10-10)))-6))
759,4 11 11 11 11 11,(4+(11+(11-((11+11)/11))))
760,3 4 7 7 9 11,(3*((7+(7+(9-11)))-4))
761,3 4 4 4 6 10,((4+(4+(4*(6+10))))/3)
762,4 4 5 7 7 7,(4+(4-(5-(7+(7+7)))))
763,3 5 5 5 7 9,(3-(5-(5+(5+(7+9)))))
764,4 6 6 7 9 11,(4*(6*(6-(7+(9-11)))))
765,6 6 7 7 7 8,(6*(6+(7-((7/7)+8))))
766,3 3 3 9 11 11,(3-(3*(3-(9+(11/11)))))
767,3 3 6 6 6 6,((3+(6+(6+(6+6))))-3)
768,4 5 6 8 10 11,((5-(6-(8+(10+11))))-4)
769,5 5 5 5 6 6,(5*(5-(5+((6/5)-6))))
770,3 5 6 7 11 11,(3*((6+(7+(11-11)))-5))
771,3 3 3 3 3 10,(3-(3*(3+(3-(3+10)))))
772,4 4 5 7 8 8,(4*(4-(5-(7+(8-8)))))
773,8 9 9 10 10 11,((((10*(10+11))-9)-9)/8)
774,5 9 9 9 11 11,((((9*(11*11))-9)/9)/5)
775,3 5 6 6 7 10,(3*(5+(6-(6+(7-10)))))
776,4 5 6 7 7 10,(4/(5/(6+(7+(7+10)))))
777,5 5 5 5 7 7,((5+(5+(5+(7+7))))-5)
778,4 4 9 10 11 11,(4*(4-(9-(10+(11/11)))))
779,3 4 5 7 7 8,(3+(4-(5-(7+(7+8)))))
780,3 3 6 8 9 9,(3/(3*(6/(8*(9+9)))))
781,3 6 7 10 10 11,(3*(6-(7-(10+(10-11)))))
782,4 6 6 6 6 9,(4*(((6*(9-6))-6)-6))
783,3 5 8 8 10 10,(3+(5+(8+(8+(10-10)))))
784,5 5 6 11 11 11,(5*(5+((11/11)/(6-11))))
785,3 3 7 7 7 11,(3+(3-(7-(7+(7+11)))))
786,7 7 8 10 10 11,(7+((8+((10*10)+11))/7))
787,6 7 9 9 9 9,(6*(7-((9+(9+9))/9)))
788,4 4 5 9 11 11,(4+(4*(5+(9*(11-11)))))
789,3 4 8 10 10 11,((4-(8-(10+(10+11))))-3)
790,3 5 5 6 7 11,(3*(5+(5-(6+(7-11)))))
791,3 3 3 3 4 10,(3*(3+(3-((4-10)/3))))
792,4 4 8 8 8 10,(4*(4-(8+(8-(8+10)))))
793,3 3 6 8 10 10,(3+(3+(6-(8-(10+10)))))
794,3 5 6 6 8 10,(3*(5+(6-((8+10)/6))))
795,4 4 4 5 5 5,(4*(4+(4*(5/(5+5)))))
796,3 6 6 9 11 11,(((6*((11+11)-9))-6)/3)
797,5 5 7 9 9 9,(((7+(9+(9+9)))-5)-5)
798,3 7 9 10 10 11,((7+(9-(10-(10+11))))-3)
799,4 4 4 7 8 9,(4*((4+(7+(8-9)))-4))
800,5 5 8 9 10 10,(5*(((8+(9*10))/10)-5))
801,5 5 5 6 7 9,(5+(5+(5-((6-7)*9))))
802,6 7 7 7 8 8,(6+(((7+7)/7)+(8+8)))
803,3 3 4 5 9 10,(3+(3+(4-(5-(9+10)))))
804,6 6 10 11 11 11,((6*(10*(11/(11+11))))-6)
805,5 5 9 10 10 10,(((9-5)*(10+(10+10)))/5)
806,3 7 8 9 11 11,(3*(7-(8-(9+(11-11)))))
807,6 6 7 8 8 10,(6-(6*(7+(8-(8+10)))))
808,6 7 7 11 11 11,(6*(7+(7-(11-(11/11)))))
809,5 7 7 7 7 7,((5+7)*((7/7)+(7/7)))
810,3 3 3 8 8 11,(((3+(8+(8+11)))-3)-3)
811,4 4 4 7 9 9,(((4*(7+(9+9)))-4)/4)
812,5 5 5 6 8 9,((5+(5*(6+(8+9))))/5)
813,4 5 7 9 10 11,((5-(7-(9+(10+11))))-4)
814,4 7 7 7 10 10,(4*(7-(7/(7+(10-10)))))
815,4 4 5 5 9 10,(((5+(5*(9+10)))-4)/4)
816,5 6 6 7 10 11,((6*(6-(7-(10+11))))/5)
817,7 8 8 9 10 11,((8*((9-8)*(10+11)))/7)
818,3 5 5 11 11 11,(3+(5+(5-(11-(11+11)))))
819,5 5 6 6 9 10,(5+(5-((6-(9*10))/6)))
820,5 7 8 10 10 10,((7-(8-(10+(10+10))))-5)
821,5 9 11 11 11 11,(5+(9-((11-(11*11))/11)))
822,6 7 9 10 10 10,(6+(7+(9+((10+10)/10))))
823,3 3 3 6 6 6,((3*(3-(6-(6+6))))-3)
824,3 3 4 8 9 11,(3-(3+(4-(8+(9+11)))))
825,4 4 5 5 10 11,(4-((5*(5-(10+11)))/4))
826,4 4 8 9 9 11,(4*(((9*(11-9))-8)-4))
827,3 3 5 8 11 11,((3*(((11+11)-8)-5))-3)
828,4 4 4 4 10 10,(4+(4+(4*(4+(10-10)))))
829,5 7 8 10 11 11,((7-(8-((10*11)+11)))/5)
830,6 7 9 10 11 11,((7-(9-(10+(11+11))))-6)
831,4 5 5 7 8 9,(4+(5+(5-(7-(8+9)))))
832,5 6 6 6 7 9,((6*((6*6)-(7+9)))/5)
833,4 4 6 10 11 11,(4*(4-((10-(11+11))/6)))
834,3 3 8 9 10 11,(3+(3+(8+(9-(10-11)))))
