Rank,Puzzles,Solutions
621,1 1 8 14,(1+(1+(8+14)))
622,3 4 11 14,(3-(4-(11+14)))
623,5 11 11 19,(5-(11-(11+19)))
624,6 11 12 15,((6+(11-15))*12)
625,1 1 1 11,((1+1)*(1+11))
626,1 3 12 19,(1+((12/3)+19))
627,4 4 9 11,(4*(4-(9-11)))
628,1 1 4 16,((1+1)*(16-4))
629,6 15 15 18,(6-(15-(15+18)))
630,3 7 18 18,(3*(7+(18/18)))
631,1 4 9 11,(1*(4+(9+11)))
632,3 8 10 19,(3-(8-(10+19)))
633,2 10 17 19,(((17+19)-10)-2)
634,1 13 19 19,(((19+19)-13)-1)
635,1 8 12 14,((12*14)/(8-1))
636,3 7 11 15,(((7*15)/3)-11)
637,1 8 15 19,(((19-15)-1)*8)
638,5 6 17 17,((5-(17/17))*6)
639,8 10 16 16,(16-(16/(8-10)))
640,2 10 10 16,((2*(10+10))-16)
641,4 5 17 17,(4*(5+(17/17)))
642,1 4 4 17,((4+(4+17))-1)
643,5 10 13 13,((5*10)-(13+13))
644,1 8 8 16,((1+(16/8))*8)
645,5 6 10 14,((6-5)*(10+14))
646,1 7 9 12,(1*((9-7)*12))
647,6 7 9 18,((6+(9*18))/7)
648,4 5 10 14,(4-(5*(10-14)))
649,2 2 8 14,(2*(2*(14-8)))
650,12 12 17 19,((12*19)-(12*17))
651,5 9 9 15,((5-9)*(9-15))
652,4 8 17 18,((4+(17-18))*8)
653,3 6 12 13,((3-(12-13))*6)
654,2 5 8 11,(((11-5)*8)/2)
655,8 11 17 19,(((11*19)-17)/8)
656,1 2 7 7,(((7*7)-1)/2)
657,10 12 15 16,((10*(12/15))+16)
658,3 6 8 15,(((15-6)*8)/3)
659,2 8 15 15,(2-(8-(15+15)))
660,5 5 11 12,((5*5)+(11-12))
661,3 11 12 19,((3+19)/(11/12))
662,3 14 19 19,((3*19)-(14+19))
663,6 11 15 16,(6/((15-11)/16))
664,9 11 16 16,(16-(16/(9-11)))
665,4 13 13 15,((4*13)-(13+15))
666,2 8 8 12,(2*((8+12)-8))
667,4 4 12 12,((4+(12+12))-4)
668,14 14 15 19,(14+(14+(15-19)))
669,2 8 11 17,((8*(17-11))/2)
670,5 5 7 14,(14-(5*(5-7)))
671,7 8 9 18,(7+(8-(9-18)))
672,6 11 11 18,(6-(11-(11+18)))
673,7 7 10 14,((7+(10+14))-7)
674,4 4 8 14,(((8*14)/4)-4)
675,6 14 15 17,(6-(14-(15+17)))
676,2 9 16 18,((2-(9/18))*16)
677,1 7 15 18,((1+7)*(18-15))
678,2 3 7 7,((2*7)+(3+7))
679,2 13 16 19,((13+(16+19))/2)
680,1 6 8 11,((6+(8+11))-1)
681,1 6 11 16,(((16-11)-1)*6)
682,3 9 10 15,((3-(9/15))*10)
683,6 6 6 12,(6*(6-(12/6)))
684,8 9 9 12,(8*(9/(12-9)))
685,6 10 13 16,((10*(16-13))-6)
686,2 2 4 5,(2+(2+(4*5)))
687,2 5 14 17,(((14+17)-5)-2)
688,6 8 10 17,(((8-6)*17)-10)
689,2 6 7 8,((2-(6-7))*8)
690,8 12 16 16,((12*16)/(16-8))
691,11 14 15 19,(19-(15/(11-14)))
692,4 7 17 17,(4*(7-(17/17)))
693,3 5 12 12,(((5*12)+12)/3)
694,15 18 18 19,((18+(18*19))/15)
695,7 11 11 18,(7-((11/11)-18))
696,3 5 15 17,(((15+17)-5)-3)
697,2 4 8 10,(2+(4+(8+10)))
698,7 15 15 17,(7-(15-(15+17)))
699,1 2 6 10,(((10/2)-1)*6)
700,4 7 10 14,((7*(14-10))-4)
701,3 5 5 9,(3*(9-(5/5)))
702,4 7 13 19,(((7+13)/4)+19)
703,2 8 14 18,(2*(8-(14-18)))
704,3 5 8 14,((5+(8+14))-3)
705,4 10 17 18,(((10+18)/4)+17)
706,5 15 16 19,(5-((15-16)*19))
707,2 7 8 11,((7+(8+11))-2)
708,2 7 11 16,(2*(7-(11-16)))
709,1 5 6 11,((5*(11-6))-1)
710,2 16 18 19,(18-(2*(16-19)))
711,9 9 12 13,((12+13)-(9/9))
712,1 4 7 7,((1+7)*(7-4))
713,3 8 8 15,((8*15)/(8-3))
714,3 7 9 11,((7+(9+11))-3)
715,6 13 15 16,(6-(13-(15+16)))
716,1 1 7 19,(((7+19)-1)-1)
717,4 6 12 12,(4*(6+(12-12)))
718,2 10 11 17,(((11+17)/2)+10)
719,5 7 7 14,((5+7)/(7/14))
720,11 12 14 15,(11+(12-(14-15)))
721,5 6 8 10,(5*(6*(8/10)))
722,10 10 12 15,(10/((15-10)/12))
723,4 5 8 10,((4-(8/5))*10)
724,3 9 9 18,((3+9)/(9/18))
725,3 3 4 5,((3*(4+5))-3)
726,12 12 15 15,(12+(12+(15-15)))
727,2 6 13 14,((13+14)-(6/2))
728,3 12 17 18,((3+(17-18))*12)
729,2 5 6 7,(2*((7-5)*6))
730,2 2 2 12,(2*((2+12)-2))
731,2 6 6 11,(2*((6/6)+11))
732,8 11 11 17,(8-((11/11)-17))
733,3 4 15 16,(((15+16)-4)-3)
734,1 12 15 15,((1+(15/15))*12)
735,8 15 15 16,(8-(15-(15+16)))
736,3 15 17 19,(3-(15-(17+19)))
737,5 14 15 18,(5-(14-(15+18)))
738,5 5 14 15,((5*5)+(14-15))
739,1 3 9 18,(1*((9+18)-3))
740,4 4 6 10,(4+(4+(6+10)))
741,10 13 14 15,(10+(13-(14-15)))
742,4 13 16 18,(4/((16-13)/18))
743,1 4 6 10,(((4-1)*10)-6)
744,3 7 8 14,((3-7)*(8-14))
745,6 7 11 11,(((11-6)*7)-11)
746,2 9 10 16,((2*9)-(10-16))
747,4 5 14 16,(4/(5/(14+16)))
748,2 13 14 15,(2*(13+(14-15)))
749,4 12 13 16,((4-12)*(13-16))
750,7 9 9 13,((9+(9+13))-7)
751,4 5 7 13,((5+(7*13))/4)
752,5 8 10 18,((5-8)*(10-18))
753,6 10 11 12,((10*12)/(11-6))
754,12 12 14 18,(((14-12)*18)-12)
755,8 13 13 16,(8-(13-(13+16)))
756,6 7 8 19,(6+(7-(8-19)))
757,2 5 5 10,((5-(2/10))*5)
758,5 12 14 14,(14-(5*(12-14)))
759,2 4 6 6,((4*(6+6))/2)
760,7 15 16 18,(7+(15-(16-18)))
761,1 2 4 6,((2-1)*(4*6))
762,4 7 8 10,(((7*8)/4)+10)
763,6 18 18 18,(6-(18-(18+18)))
764,10 12 12 15,(10-((12/12)-15))
765,3 6 14 19,(((14+19)-6)-3)
766,3 14 16 18,(18-(3*(14-16)))
767,1 2 16 16,(1*((16/2)+16))
768,1 2 8 17,(1-(2-(8+17)))
769,5 13 15 17,(5-(13-(15+17)))
770,2 4 6 19,(((4+6)/2)+19)
771,1 2 4 19,((2+(4+19))-1)
772,4 12 16 17,(((12+16)/4)+17)
773,1 5 9 14,((5*(14-9))-1)
774,3 8 11 18,(3-(8-(11+18)))
775,2 3 4 6,((3-2)*(4*6))
776,8 9 13 14,(8/(9/(13+14)))
777,8 8 9 19,(8*((8+19)/9))
778,2 12 14 14,(2*(12+(14-14)))
779,4 6 6 10,((6*(6+10))/4)
780,4 15 16 18,((4+16)/(15/18))
781,2 3 16 16,((16-(16/2))*3)
782,6 8 14 19,(((8-6)*19)-14)
783,5 7 10 17,(((7-5)*17)-10)
784,5 6 11 13,((6-5)*(11+13))
785,10 10 15 18,((10+10)/(15/18))
786,2 3 8 17,(2-(3-(8+17)))
787,3 3 7 8,((3*3)+(7+8))
788,2 6 16 17,((2*17)+(6-16))
789,3 3 10 13,((3/3)+(10+13))
790,12 14 14 14,(12/(14/(14+14)))
791,2 3 4 19,((3+(4+19))-2)
792,1 1 4 5,(((1+4)*5)-1)
793,2 2 5 15,(2+(2+(5+15)))
794,9 10 12 14,((9*(14-10))-12)
795,2 6 8 18,(6/((18/8)-2))
796,3 3 5 19,((3+(5+19))-3)
797,1 3 8 10,((10-1)/(3/8))
798,1 12 18 18,(1*((18+18)-12))
799,4 13 14 14,((4*13)-(14+14))
800,6 12 16 19,(6*(12/(19-16)))
801,7 10 10 11,((10+(10+11))-7)
802,9 9 9 12,(((9+9)*12)/9)
803,1 1 8 16,((1+(8+16))-1)
804,1 1 1 13,((1+1)*(13-1))
805,1 1 4 18,(1+(1+(4+18)))
806,1 15 18 19,((1+19)/(15/18))
807,1 4 9 13,(1+((4*9)-13))
808,3 7 11 17,(3-(7-(11+17)))
809,1 8 12 16,(1/(8/(12*16)))
810,4 5 5 9,(4-(5*(5-9)))
811,6 7 14 14,(6/(7/(14+14)))
812,8 10 16 18,(8/((16-10)/18))
813,2 10 10 18,(((10+18)/2)+10)
814,5 6 10 16,((5*6)+(10-16))
815,7 13 15 19,(7+(13-(15-19)))
816,2 2 8 16,((2+(8+16))-2)
817,2 5 15 16,(((15+16)-5)-2)
818,8 13 16 19,(8+(13-(16-19)))
819,3 6 12 15,(3-(6-(12+15)))
820,1 3 11 11,((3+(11+11))-1)
821,2 5 8 13,((5+(8+13))-2)
822,4 8 10 17,(((8*17)/4)-10)
823,1 2 7 9,(1+((2*7)+9))
824,10 12 15 18,(15-(18/(10-12)))
825,3 6 8 17,(8/(6-(17/3)))
826,2 8 15 17,(((15+17)/2)+8)
827,5 5 11 14,((11+14)-(5/5))
828,7 8 13 18,((8*18)/(13-7))
829,6 11 15 18,(((15*18)-6)/11)
830,2 8 8 14,((8*(14-8))/2)
831,4 4 12 14,(4*(4-(12-14)))
832,2 8 11 19,(2-(8-(11+19)))
833,5 5 7 16,(5+((5*7)-16))
834,9 12 12 14,(9+((12/12)+14))
835,5 8 11 15,((5*(15-8))-11)
836,6 14 15 19,(6+(14-(15-19)))
837,3 10 14 15,(3+((14*15)/10))
838,1 6 15 16,(((15+16)-6)-1)
839,2 3 7 9,((3*(7+9))/2)
840,6 6 13 17,((6*17)-(6*13))
841,8 9 16 17,((9+17)-(16/8))
842,1 6 8 13,(((13-8)-1)*6)
843,4 6 9 13,((6+(9+13))-4)
844,1 10 12 12,(1*((12-10)*12))
845,1 6 11 18,(1-(6-(11+18)))
846,3 9 10 17,((10+17)-(9/3))
847,6 6 9 19,(6*((19-9)-6))
848,6 10 13 18,((6+(13*18))/10)
849,2 4 15 15,(((15+15)-4)-2)
850,2 6 7 10,((2+6)*(10-7))
851,8 12 16 18,((8*(12/16))+18)
852,3 5 12 14,(3-(5-(12+14)))
853,2 4 8 12,(((8-4)*12)/2)
854,10 11 14 17,(10+(11-(14-17)))
855,1 2 6 12,(1*((2*6)+12))
856,3 5 5 11,(3+(5+(5+11)))
857,3 5 8 16,(((5*16)-8)/3)
858,6 12 14 15,(((14-12)*15)-6)
859,2 7 15 16,((2*16)+(7-15))
860,3 4 9 12,(((9*12)/4)-3)
861,1 5 10 11,((1+11)/(5/10))
862,1 5 13 16,(1*((13+16)-5))
863,2 7 8 13,(2*(7-(8-13)))
864,1 1 2 14,((1+1)*(14-2))
865,2 7 11 18,(2-(7-(11+18)))
866,1 5 6 13,(1*(5+(6+13)))
867,7 10 13 14,(7-(10-(13+14)))
868,1 4 7 9,((1-9)*(4-7))
869,7 7 9 19,(7+(7-(9-19)))
870,3 8 8 17,((8*(17-8))/3)
871,2 10 15 17,(2-(10-(15+17)))
872,5 7 11 14,((5*(14-7))-11)
873,3 7 9 13,((7*9)-(3*13))
874,5 7 14 19,(((7-5)*19)-14)
875,6 13 15 18,(((13*18)/6)-15)
876,4 6 12 14,(4-(6-(12+14)))
877,5 10 11 11,((10/5)+(11+11))
878,1 6 14 19,(((19-14)-1)*6)
879,4 6 15 19,(((15+19)-6)-4)
880,12 13 18 19,(12+(13+(18-19)))
881,11 12 14 17,((11+17)*(12/14))
882,5 6 8 12,((6*(8+12))/5)
883,10 10 12 17,(((12-10)*17)-10)
884,4 5 8 12,(4-(5*(8-12)))
885,2 2 7 8,(2+((2*7)+8))
886,2 6 10 11,((6/2)+(10+11))
887,3 3 4 7,(3*((4+7)-3))
888,12 12 15 17,((12*17)-(12*15))
889,2 6 13 16,((2+6)*(16-13))
890,3 12 14 15,((3+(14-15))*12)
891,2 5 6 9,(((5*6)/2)+9)
892,2 2 2 14,(((2*14)-2)-2)
893,2 6 6 13,(2*(13-(6/6)))
894,10 12 13 14,(10-((12-13)*14))
895,2 14 17 17,((14+(17+17))/2)
896,3 4 12 13,(3-(4-(12+13)))
897,1 12 12 12,((1+(12/12))*12)
898,8 11 11 19,(8*(11+(11-19)))
899,3 4 15 18,(18/((15/4)-3))
900,1 12 15 17,(1*(12*(17-15)))
901,4 4 10 10,(((10*10)-4)/4)
902,5 5 5 12,(((5+5)*12)/5)
903,4 4 13 15,(4*(4-(13-15)))
904,9 9 15 16,(9/((15-9)/16))
905,1 4 10 10,(1*(4+(10+10)))
906,1 4 13 15,(1*((13+15)-4))
907,4 4 6 12,(4*(4+(12/6)))
908,1 4 6 12,(1*(4*(12-6)))
909,7 9 13 13,(7-(9-(13+13)))
910,3 7 8 16,(((7*8)+16)/3)
911,3 10 15 16,(3-(10-(15+16)))
912,6 7 11 13,((7-6)*(11+13))
913,9 12 15 17,(9/(12/(15+17)))
914,8 10 13 17,(8/(10/(13+17)))
915,2 9 10 18,(2*((18/9)+10))
916,4 5 14 18,(4-(5*(14-18)))
917,2 13 14 17,((2*14)+(13-17))
918,12 12 18 18,(12+(12+(18-18)))
919,4 5 7 15,(4+((5*7)-15))
920,6 10 11 14,((10*(14-11))-6)
921,2 5 12 15,(2-(5-(12+15)))
922,3 6 10 10,((3-(6/10))*10)
923,4 8 14 19,(((8*19)/4)-14)
924,2 5 5 12,(2+(5+(5+12)))
925,2 4 6 8,(2/(4/(6*8)))
926,2 4 9 13,((4+(9+13))-2)
927,1 2 4 8,(1*(2*(4+8)))
928,4 7 8 12,((7*(12-8))-4)
929,10 12 12 17,(10*(12/(17-12)))
930,3 5 6 12,((3+(5-6))*12)
931,4 11 15 16,(4-(11-(15+16)))
932,1 2 13 13,(1*((13+13)-2))
933,15 15 17 18,(15-(18/(15-17)))
934,1 2 16 18,(((18/2)+16)-1)
935,9 11 13 17,(9+(11-(13-17)))
936,1 11 15 16,((15*16)/(11-1))
937,8 8 12 13,((12+13)-(8/8))
938,1 2 8 19,(((8+19)-2)-1)
939,2 7 18 19,(18-((7-19)/2))
940,4 12 16 19,((4-12)*(16-19))
941,2 3 11 11,(2+((3*11)-11))
942,3 9 15 15,(3-(9-(15+15)))
943,11 12 12 13,(11-(12-(12+13)))
944,2 3 4 8,(2*(3*(8-4)))
945,8 9 13 16,(8*(9/(16-13)))
946,10 10 10 13,(10+((10/10)+13))
947,2 12 14 16,((14+16)-(12/2))
948,4 6 6 12,(12-((4-6)*6))
949,3 12 15 16,((3+15)/(12/16))
950,6 9 11 13,(6-(9*(11-13)))
951,2 4 12 14,(2-(4-(12+14)))
952,8 12 13 17,(8+(12-(13-17)))
953,2 3 8 19,((2*(19-3))-8)
954,2 6 16 19,((2+6)*(19-16))
955,1 12 13 13,((1+(13/13))*12)
956,12 14 14 16,(12+(14+(14-16)))
957,1 1 4 7,(1*((7-1)*4))
958,2 2 5 17,((2*17)-(2*5))
959,9 10 12 16,((9*16)-(10*12))
960,3 4 6 11,(3+(4+(6+11)))
961,4 10 15 15,(4-(10-(15+15)))
962,3 8 10 10,(3*(8+(10-10)))
963,1 3 5 7,((3-1)*(5+7))
964,1 3 8 12,(1+(3+(8+12)))
965,9 9 9 14,(9+((9/9)+14))
966,1 1 8 18,(((8+18)-1)-1)
967,1 13 14 16,((1-13)*(14-16))
968,6 7 9 9,(((7+9)*9)/6)
969,1 4 16 18,(18/(1-(4/16)))
970,1 4 8 19,(1-(4-(8+19)))
971,1 8 12 18,((12*18)/(1+8))
972,1 7 16 19,((1+7)*(19-16))
973,5 6 10 18,(((18-6)*10)/5)
974,1 7 9 16,((9*16)/(7-1))
975,6 10 14 17,((10*(17-14))-6)
976,2 2 8 18,(2*(2-(8-18)))
977,2 5 15 18,((2/(5/15))+18)
978,2 14 14 16,(2*(14+(14-16)))
979,5 9 9 19,(5-(9-(9+19)))
980,9 16 18 18,(9+(16-(18/18)))
981,5 5 18 19,((5*5)+(18-19))
982,4 8 10 19,((4/(8/10))+19)
983,1 2 7 11,(((2*7)+11)-1)
984,3 6 8 19,(3-(6-(8+19)))
985,2 8 15 19,(((15+19)-8)-2)
986,4 13 13 19,(4+((13/13)+19))
987,2 8 8 16,(((8*8)-16)/2)
988,4 4 12 16,((12*16)/(4+4))
989,5 5 7 18,((7+18)-(5/5))
990,9 12 12 16,(9-((12/12)-16))
991,5 8 11 17,((5+(11*17))/8)
992,2 12 12 12,(2*((12+12)-12))
993,13 13 15 17,(13+(13+(15-17)))
994,6 8 13 13,(6-(8-(13+13)))
995,2 3 14 14,((14/2)+(3+14))
996,5 7 8 15,(((15-7)-5)*8)
997,1 6 15 18,((1-(15-18))*6)
998,2 3 7 11,(2*(3*(11-7)))
999,8 9 16 19,(8*(9/(19-16)))
1000,6 10 17 18,((6*(17-10))-18)
1001,2 3 6 15,(2*(3-(6-15)))
1002,1 6 8 15,((8*15)/(6-1))
1003,6 6 6 16,(6*((16-6)-6))
1004,6 9 14 16,(6-(9*(14-16)))
1005,2 4 15 17,((15+17)-(2*4))
1006,2 6 7 12,(2*((7-6)*12))
1007,1 2 10 12,(1*(2+(10+12)))
1008,3 5 12 16,((12*16)/(3+5))
1009,1 2 6 14,((1+2)*(14-6))
1010,4 7 10 18,(4/((10-7)/18))
1011,1 1 7 10,(((1+1)*7)+10)
1012,3 5 8 18,(3-(5-(8+18)))
1013,6 12 14 17,(6*(12/(17-14)))
1014,2 7 15 18,(((15+18)-7)-2)
1015,3 4 9 14,((4+(9+14))-3)
1016,1 5 10 13,((13-1)/(5/10))
1017,1 5 13 18,((5*(18-13))-1)
1018,2 7 8 15,((8*15)/(7-2))
1019,1 1 2 16,((1+(1/2))*16)
1020,3 9 9 9,((9+(9+9))-3)
1021,1 5 6 15,((1+(15/5))*6)
1022,4 10 10 19,(4+((10/10)+19))
1023,9 15 18 19,(9-(15*(18-19)))
1024,1 4 7 11,(((1+4)*7)-11)
1025,2 10 15 19,((2*10)-(15-19))
1026,1 13 17 19,(1-(13-(17+19)))
1027,1 8 10 14,(((14-10)-1)*8)
1028,3 7 9 15,((3-7)*(9-15))
1029,4 6 19 19,(4*(6+(19-19)))
1030,1 8 13 19,(1*((13+19)-8))
1031,4 6 12 16,(((12-6)*16)/4)
1032,5 7 7 18,(5+((7/7)+18))
1033,5 6 8 14,((5*6)+(8-14))
1034,7 13 13 17,(7-(13-(13+17)))
1035,3 3 11 12,(3+((3*11)-12))
1036,10 10 12 19,(19-(10/(10-12)))
1037,4 5 8 14,(((5*8)/4)+14)
1038,2 3 5 18,((3+(5+18))-2)
1039,2 2 7 10,(2*((10/2)+7))
1040,2 2 6 14,(2+(2+(6+14)))
1041,2 6 10 13,((2+6)*(13-10))
1042,3 3 4 9,(3*(3-(4-9)))
1043,2 2 9 19,(((9+19)-2)-2)
1044,2 6 13 18,((13-(18/2))*6)
1045,1 3 9 9,((9-1)/(3/9))
1046,2 5 6 11,(2+(5+(6+11)))
1047,2 2 2 16,(2*((16-2)-2))
1048,8 11 15 19,(19-(15/(8-11)))
1049,2 6 6 15,((6/2)+(6+15))
1050,14 15 17 17,(17-(14/(15-17)))
1051,10 12 13 16,((10+16)*(12/13))
1052,2 14 17 19,(2-(14-(17+19)))
1053,3 4 12 15,((3/(4/12))+15)
1054,1 12 12 14,(1*(12*(14-12)))
1055,7 8 12 12,((8-7)*(12+12))
1056,6 11 13 16,(6-(11-(13+16)))
1057,4 4 10 12,(4*(4-(10-12)))
1058,1 4 10 12,((10*12)/(1+4))
1059,3 7 12 16,(3-(7-(12+16)))
1060,4 4 6 14,(((6-4)*14)-4)
1061,10 13 14 19,((10-14)*(13-19))
1062,6 7 18 18,(((7*18)+18)/6)
1063,1 4 6 14,(1*(4+(6+14)))
1064,6 7 8 10,((6*7)-(8+10))
1065,3 7 8 18,(((3*7)-18)*8)
1066,3 10 15 18,(((15*18)/10)-3)
1067,9 12 15 19,(19-(15/(9-12)))
1068,8 10 13 19,(8+(10-(13-19)))
1069,8 9 14 15,(8/((14-9)/15))
1070,2 12 15 15,(2*(12+(15-15)))
1071,4 5 7 17,((5-4)*(7+17))
1072,7 12 13 16,(7-(12-(13+16)))
1073,6 6 7 17,((6+(7+17))-6)
1074,6 9 12 12,(6/((12-9)/12))
1075,3 6 10 12,(3*(6-(10-12)))
1076,2 4 13 13,(2-(4-(13+13)))
1077,1 2 8 8,(1*((2*8)+8))
1078,2 5 5 14,((2+(14/5))*5)
1079,5 12 14 18,((12*18)/(14-5))
1080,2 4 6 10,(2*((6+10)-4))
1081,1 2 4 10,(1*((2*10)+4))
1082,4 7 8 14,(4*(8-(14/7)))
1083,10 12 12 19,((12+(12*19))/10)
1084,4 11 12 13,(4/((13-11)/12))
1085,10 15 19 19,(10+(15-(19/19)))
1086,2 8 12 18,(2-(8-(12+18)))
1087,5 5 8 15,((5/5)+(8+15))
1088,3 5 6 14,(((5*6)/3)+14)
1089,4 4 16 18,(4*(4-(16-18)))
1090,12 18 18 18,(12/(18/(18+18)))
1091,8 8 12 15,((8*15)-(8*12))
1092,16 16 16 18,(16-(16/(16-18)))
1093,5 8 9 12,((8+(9+12))-5)
1094,7 7 7 17,((7+(7+17))-7)
1095,3 10 18 19,(((18+19)-10)-3)
1096,2 3 8 8,((3*(8+8))/2)
1097,2 3 11 13,((3-2)*(11+13))
1098,4 6 10 12,((6+(10+12))-4)
1099,3 9 12 12,(3*(9-(12/12)))
1100,3 9 15 17,((3+9)*(17-15))
1101,1 10 16 16,((16-1)/(10/16))
1102,2 3 4 10,(2+((3*4)+10))
1103,10 10 10 15,(10-((10/10)-15))
1104,2 2 5 6,(2+(2*(5+6)))
1105,2 12 14 18,((12*(18-14))/2)
1106,4 6 6 14,(((14-6)-4)*6)
1107,6 9 18 18,(6/(9/(18+18)))
1108,3 3 5 10,(3*(3-(5-10)))
1109,4 14 17 18,(4/((17-14)/18))
1110,7 11 13 15,(7-(11-(13+15)))
1111,3 12 12 13,((3+(12-13))*12)
1112,5 12 17 19,((5*12)-(17+19))
1113,3 12 15 18,(3-(12-(15+18)))
1114,6 9 11 15,(((11-9)*15)-6)
1115,3 3 14 15,(((3*14)-15)-3)
1116,2 4 12 16,(((12*16)/4)/2)
1117,8 12 13 19,((8-12)*(13-19))
1118,5 11 14 17,((5*11)-(14+17))
1119,1 12 13 15,(1*(12*(15-13)))
1120,1 3 12 12,(1*((3*12)-12))
1121,1 1 4 9,((1-4)*(1-9))
1122,2 7 12 17,(2-(7-(12+17)))
1123,9 10 12 18,(9+(10/(12/18)))
1124,3 4 6 13,(6/((13/4)-3))
1125,4 10 15 17,(4-(10*(15-17)))
1126,3 8 10 12,((10*12)/(8-3))
1127,13 14 15 18,(13+(14+(15-18)))
1128,9 9 9 16,(9-((9/9)-16))
1129,1 4 4 10,(1*(4*(10-4)))
1130,1 8 8 9,((8+(8+9))-1)
1131,10 17 19 19,(19-(10/(17-19)))
1132,7 9 11 11,((9+(11+11))-7)
1133,8 10 11 15,(8-(10-(11+15)))
1134,12 13 16 16,(12+(13-(16/16)))
1135,2 2 11 12,((2/2)+(11+12))
1136,3 12 18 19,((3+(18-19))*12)
1137,12 12 12 18,(12*(12/(18-12)))
1138,4 8 13 13,((13+13)-(8/4))
1139,3 6 8 8,(((6*8)/3)+8)
1140,3 11 12 12,((3+(11-12))*12)
1141,3 3 13 18,(3*(3-(13-18)))
1142,3 11 15 17,(3-(11-(15+17)))
1143,1 3 18 18,(1*((18/3)+18))
1144,5 5 7 7,(5+(5+(7+7)))
1145,2 14 14 18,((2*14)+(14-18))
1146,13 14 18 19,((13-19)*(14-18))
1147,3 6 12 19,(3+((12/6)+19))
1148,1 3 11 15,(1-(3-(11+15)))
1149,7 17 19 19,(7+(17+(19-19)))
1150,9 11 11 15,(9-(11-(11+15)))
1151,7 16 16 17,(7-(16-(16+17)))
1152,2 9 12 13,(((13-9)*12)/2)
1153,4 12 14 17,((4-12)*(14-17))
1154,2 13 15 16,(2*(13+(15-16)))
1155,6 6 9 10,(((9-6)*10)-6)
1156,5 8 11 19,((5-8)*(11-19))
1157,8 9 11 14,(8-(9-(11+14)))
1158,6 8 13 15,(6*(8/(15-13)))
1159,2 3 14 16,(((3*14)-16)-2)
1160,6 18 19 19,(6+(18+(19-19)))
1161,2 3 6 17,((3+(6+17))-2)
1162,1 6 8 17,((1+17)/(6/8))
1163,6 6 6 18,((6+(6+18))-6)
1164,6 9 14 18,(((9*14)+18)/6)
1165,2 4 15 19,((2+4)*(19-15))
1166,2 6 7 14,(2*(6/(7/14)))
1167,1 2 10 14,((2-1)*(10+14))
1168,9 10 10 14,(9+((10/10)+14))
1169,7 7 9 10,(10-(7*(7-9)))
1170,3 8 8 8,(3*((8+8)-8))
1171,3 5 12 18,(18-(12/(3-5)))
1172,1 2 6 16,(1*(2+(6+16)))
1173,3 5 5 15,(3*(5+(15/5)))
1174,6 12 14 19,(((12*19)/6)-14)
1175,1 1 6 16,(1+(1+(6+16)))
1176,3 4 9 16,(3-(4-(9+16)))
1177,1 5 10 15,((5*(15-10))-1)
1178,2 7 8 17,((17-(2*7))*8)
1179,3 9 9 11,((3+9)*(11-9))
1180,6 8 16 16,(6/(8/(16+16)))
1181,1 4 7 13,(1*(4+(7+13)))
1182,2 3 17 17,(17-((3-17)/2))
1183,5 7 11 18,(((11-5)*7)-18)
1184,2 2 2 5,(2*(2+(2*5)))
1185,2 11 12 13,(2*(11-(12-13)))
1186,4 6 12 18,(4+((12/6)+18))
1187,4 14 14 17,(((14+14)/4)+17)
1188,5 10 11 15,((5*10)-(11+15))
1189,2 2 14 15,(2+((14/2)+15))
1190,5 6 8 16,((6-5)*(8+16))
1191,3 3 11 14,((11+14)-(3/3))
1192,4 5 8 16,((5-4)*(8+16))
1193,2 2 6 16,(2*(2-(6-16)))
1194,2 6 10 15,((2+(6/15))*10)
1195,3 3 4 11,(3-(3*(4-11)))
1196,1 3 9 11,(1+(3+(9+11)))
1197,2 5 6 13,(2*(5-(6-13)))
1198,2 2 2 18,(2+(2+(2+18)))
1199,1 12 19 19,((1+(19/19))*12)
1200,4 9 12 12,(((9*12)-12)/4)
1201,14 15 17 19,(((17-15)*19)-14)
1202,9 9 10 13,((9/9)+(10+13))
1203,10 12 13 18,(10*(12/(18-13)))
1204,5 5 9 14,((5/5)+(9+14))
1205,6 11 13 18,((6-18)*(11-13))
1206,9 11 14 18,(9+(11-(14-18)))
1207,4 4 10 14,((4+(10+14))-4)
1208,1 1 5 19,((1+(5+19))-1)
1209,4 4 13 19,(((13+19)-4)-4)
1210,5 8 10 11,((8+(10+11))-5)
1211,1 4 13 19,(1*(4*(19-13)))
1212,3 7 12 18,((3-7)*(12-18))
1213,4 4 6 16,(4*((16-6)-4))
1214,1 4 6 16,(1/(4/(6*16)))
1215,3 10 12 15,(3*(10*(12/15)))
1216,6 7 8 12,((6+8)/(7/12))
1217,6 7 11 17,(6/(7/(11+17)))
1218,6 6 12 13,((12+13)-(6/6))
1219,8 9 14 17,(8*(9/(17-14)))
1220,5 9 11 14,(14-(5*(9-11)))
1221,1 10 10 12,((1+(10/10))*12)
1222,3 6 17 17,((3+(17/17))*6)
1223,7 12 13 18,(7+(12-(13-18)))
1224,6 6 7 19,(6+(6-(7-19)))
1225,6 10 11 18,(6-((10-11)*18))
1226,2 5 12 19,(((12+19)-5)-2)
1227,5 12 18 18,((5*12)-(18+18))
1228,6 9 12 14,(6-(9*(12-14)))
1229,12 15 18 19,((12-18)*(15-19))
1230,1 2 8 10,(10-((1-8)*2))
1231,3 6 9 18,(3-(6-(9+18)))
